title,industry,company,city,state,zipcode,payLow,payHigh,payType,description
Education,government,US Department of the Air Force - Agency Wide,Remote in,UT,null,0,0,null,Promotion potential may be authorized depending upon position being filled.Eligibility for benefits depends on the type of position you hold and whether yourΓÇª
STOREKEEPER I,government,State of Hawaii,Oahu Island,HI,null,3047,3708,month,For these positions a valid driver's license is required at the time of appointment.Basic Experience: Graduation from high school or equivalent; or workΓÇª
Police Records Specialist,government,City of North Las Vegas,North Las,NV,89030,21.39,35.38,hour,null
Foreign Affairs Officer,government,US Department of State - Agency Wide,Remote in,DC,null,89834,138868,year,OR Have a bachelor's or graduate degree from an accredited college or university that included a combination of courses with at least 24 semester hours inΓÇª
Administrative Assistant,government,State of Connecticut - State Colleges &...,New Haven,CT,null,57777,74767,year,OFFICE MANAGEMENT: Authorizes purchases and payments (within prescribed limits of authority); develops input and prepares documentation for office and/orΓÇª
Consultant - Government & Public Services,government,Deloitte,Rosslyn,VA,22209,0,0,null,"We advise design implement and deploy solutions focused on ""heart of the business"" issues across federal state and local government organizations."
Supply Family,government,US Department of the Air Force - Agency Wide,Remote in,UT,null,19543,102288,year,Promotion potential may be authorized depending upon position being filled.Eligibility for benefits depends on the type of position you hold and whether yourΓÇª
FINANCIAL ANALYST,government,State of Arizona,Remote in,AZ,85007,46,46,hour,Employees may be required to use their own transportation as well as maintaining valid motor vehicle insurance and current Arizona vehicle registration; howeverΓÇª
Government Policy Analyst ΓÇô Early-Mid Career,government,Emergent Risk International,Remote,null,null,0,0,null,BachelorΓÇÖs degree or above preferably in public health non-profit management international relations international business journalism economics or aΓÇª
Scheduling Operations Officer,government,TSA (Transportation Security Administration),Sacramento,CA,null,69249,107306,year,In cities across the country you would secure airports seaports railroads highways and/or public transit systems thus protecting America's transportationΓÇª
Entry Level Helicopter Mechanic,government,U.S. Government,Cypress,CA,90630,30,45,hour,All of the duties revolve around the Black Hawk helicopter including removing and installing subsystem assemblies such as engines rotors gearboxesΓÇª
Utility Clerk,government,City of Bridge City,Bridge City,TX,77611,21.15,21.15,hour,Prepares correspondence compiles reports of office activities operates computers typewriters and a variety of other office machines.
Administrative Assistant,government,TSA (Transportation Security Administration),Ontario,CA,null,44364,66623,year,In cities across the country you would secure airports seaports railroads highways and/or public transit systems thus protecting America's transportationΓÇª
Operations Officer,government,Central Intelligence Agency,Washington,DC,20505,64012,97430,year,Our programs include highly sought-after government health benefits flexible schedules sick leave and childcare.
EDUCATION REGIONAL ACADEMIC CONSULTANT - 03242022-29100,government,State of Tennessee,Memphis,TN,null,62664,62664,year,Possess a valid driver's license.Collaborates closely with the Tennessee Department of Education's divisions of curriculum and instruction special populationsΓÇª
LABORER,government,State of Louisiana,Ville Platte,LA,null,1454,2484,month,To provide physical effort to accomplish a variety of unskilled tasks or to inspect levees for signs of slides and washouts for proper drainage and eliminationΓÇª
Basic Support Administrator,government,Illinois Department of Human Services,Chicago,IL,60607,7750,8585,month,The Administrator will evaluate and control the administrative aspects of the statewide Food Assistance Title XX and Emergency Solutions Grant Programs andΓÇª
EMT Trainee,government,United States Department Of Defense,Draper,UT,null,2000,5000,month,You will get paid the entire time.Job Types: Full-time Part-time Contract.High school or equivalent (Required).
Police Communications Dispatcher (Entry-level),government,City of Fremont,Fremont,CA,94538,85214,103578,year,The City of Fremont offers a comprehensive benefit package including general and holiday leave as well as medical dental vision life and long/short-termΓÇª
Code Enforcement Officer,government,City of Malibu CA,Malibu,CA,null,67059,87495,year,null
Multi-Discipline Security Officer,government,Central Intelligence Agency,Washington,DC,20505,57393,116788,year,Our programs include highly sought-after government health benefits flexible schedules sick leave and childcare.
CLERICAL AIDE,government,State of Alabama Personnel Department,Montgomery,AL,36130,17899,19116,year,Required. No employment register is maintained.Completion of 10th grade and proof of enrollment in high school.
Logistics Officer,government,Central Intelligence Agency,Washington,DC,20505,59824,87439,year,Our programs include highly sought-after government health benefits flexible schedules sick leave and childcare.
Office Assistant,government,Wake County Government,Raleigh,NC,null,17.33,21.41,hour,Must possess Clerical or administrative assistant experience in a laboratory medical setting or public health environment.High school diploma or GED.
MEDICAL CANNABIS DISPENSARY LICENSING SURVEYOR,government,State of Hawaii,Oahu Island,HI,null,5178,6299,month,The purpose of this position is to perform on-site survey inspections of medical cannabis production centers and dispensaries to determine compliance to stateΓÇª
Help Desk Services Analyst (6696),government,City of Greensboro NC,Greensboro,NC,27403,46532,77554,year,Experience working in a public safety environment.Excellent customer service relationships must be maintained with users command staff vendors andΓÇª
POLICY ANALYST,government,City of Chicago,Chicago,IL,null,86604,86604,year,Graduation from an accredited college or university with a BachelorΓÇÖs degree in Business Administration Public Administration the Social Sciences or aΓÇª
Non-Combat Position,government,U.S. Government,Moreno Valley,CA,92518,2300,3500,month,We provide housing (single and family) with all bills paid._This job requires military service with a contract for enlistment or commission.
Customer Relations Specialist,government,City of Coral Springs,Coral Springs,FL,33065,37800,58320,year,Under limited supervision the purpose of the position is to provide responsible complex administrative support.
Online Instructor - Care and Development of Young Children,government,State of Louisiana,Remote in,LA,70806,0,0,null,Online Instructor - Care and Development of Young Children.Baton Rouge Community College (BRCC) seeks to fill the position of Online Instructor - Care andΓÇª
Administrative Professional,government,Central Intelligence Agency,Washington,DC,20505,50643,84941,year,Equivalent federal government or military experience.Administrative Professionals perform internal and external customer service duties ranging from routine toΓÇª
Utility Clerk,government,City of Bridge City,Bridge City,TX,77611,21.15,21.15,hour,Prepares correspondence compiles reports of office activities operates computers typewriters and a variety of other office machines.
Security Clerical and Assistant,government,US Department of the Air Force - Agency Wide,Remote in,UT,null,19453,65321,year,Promotion potential may be authorized depending upon position being filled.Eligibility for benefits depends on the type of position you hold and whether yourΓÇª
Library Family,government,US Department of the Air Force - Agency Wide,Remote in,UT,null,19543,102288,year,Promotion potential may be authorized depending upon position being filled.Eligibility for benefits depends on the type of position you hold and whether yourΓÇª
Air Traffic Control Trainee,government,United States Department Of Defense,West Jordan,UT,null,2000,5000,month,You will get paid for all training.Job Types: Full-time Contract.High school or equivalent (Required).
Deputy City Clerk,government,City of Malibu CA,Malibu,CA,null,67059,87495,year,null
HOSPITAL BILLING CLERK I - OAHU,government,State of Hawaii,Oahu Island,HI,null,2816,3425,month,Determines and verifies charges to a variety of medical insurance plans prepares bills to insurers and/or patients; and checks the status of a patient'sΓÇª
ADMINISTRATIVE ASSISTANT-FIRE DEPT-3/29/22,government,City of Rockwall,Rockwall,TX,75087,20.28,27.02,hour,Coordinate and manage the administrative support functions for the department including answering phone calls and takes messages for command staff providingΓÇª
FOOD SERVICE WORKER,government,State of Alabama Personnel Department,Montgomery,AL,36130,18206,24478,year,No employment register is maintained.Placed on the direct appointment list for Food Service Worker.Completion of eighth school grade.
Legislative Assistant/Assistant City Clerk,government,City of Norwalk CT,City of,CT,null,62428,90175,year,In addition to providing administrative duties of a confidential complex nature for the City Clerk and providing related services to the Mayor and the CommonΓÇª
Senior Accountant,government,Franklin County Government,Louisburg,NC,null,0,0,null,_Pre-Employment Drug Screen and Criminal Background Screening are required._.
Manager III (Records Manager) Grade M3,government,Montgomery County Government,Rockville,MD,20854,80384,146923,year,Train and perform performance evaluations of supervisory staff (Assistant Records Managers) and maintain adequate in-service training levels for staff.
Science Technology and Weapons Analyst,government,Central Intelligence Agency,Washington,DC,20505,59824,176300,year,Our programs include highly sought-after government health benefits flexible schedules sick leave and childcare.Bachelor's or master's degree.
Office Assistant 3 - Non-Typing Positions (T),government,State of West Virginia,West Virginia,null,null,21700,40145,year,Experience: Four (4) years of full-time or equivalent part time paid experience performing routine office work.
Water Operator II,government,The City of Wasco,Wasco,CA,93280,0,0,null,The fundamental reason this classification exists is to perform a variety of routine skilled and semi-skilled maintenance work and operate a variety ofΓÇª
State Government Affairs Manager,government,TikTok,New York,NY,10017,0,0,null,Work collaboratively with internal stakeholders such as legal communications and the policy team on public policy matters to help guide development of productsΓÇª
City Venues Operations Assistant,government,City of Tuscaloosa,Tuscaloosa,AL,35401,40773,40773,year,Compiles and/or tracks administrative and/or statistical data pertaining to facility or venue operations; conducts research gathers data and makesΓÇª
Social Worker I/II (Child Welfare Services) Grade 21/23,government,Montgomery County Government,Rockville,MD,null,61189,101350,year,Possession and maintenance at all times of a valid Class C (or equivalent) driver's license from the applicant's state of residence when required for jobΓÇª
Food & Nutrition Web and Communications Specialist,government,Texas Department of Agriculture,Texas,null,null,4800,5300,month,Responsible for managing Food & NutritionΓÇÖs website through the use of a web content manager system.Contribute to the development of new opportunities forΓÇª
Cryptologic Linguist,government,United States Department Of Defense,West Jordan,UT,null,2000,6000,month,Get paid training and outstanding future opportunities.Job Types: Full-time Contract.High school or equivalent (Required).
Library Page,government,City of Hoover,Hoover,AL,35216,0,0,null,Ability to perform physically demanding tasks; push heavy carts lift up to 40 lbs and maneuver among high and low shelves.
Police Dispatcher,government,City of Coronado CA,Coronado,CA,92118,4965,6654,month,null
Work From Home Consumer Care Representative Government Contr...,government,Coast Professional Inc.,Remote in,NY,14454,0,0,null,Under close supervision and using the specific scripts and procedures the position may conduct follow-up communications with the borrowers and employers.
Accounting Assistant,government,CITY OF NEW BRITAIN,New Britain,CT,6051,1269,1407,week,; processes and monitors partial payments for various accounts; prepares information sheets for encumbrances account adjustments payments and relatedΓÇª
Interagency Government Liaison,government,Roosevelt Island Operating Corporation,Roosevelt Island,NY,null,90000,90000,year,Minimum of five (5) years of experience in state local government non-profit organizations communications political science public administration orΓÇª
MAINTENANCE MECHANIC,government,Federal Bureau of Investigation,Newark,NJ,7102,61337,71626,year,Must have (or be able to obtain) a valid driverΓÇÖs license.Management will leverage employee's strong trades along with subject matter experts to accomplishΓÇª
Driver,government,Consulate General of the State of Qatar in New...,New York,NY,null,3500,3500,month,Drive dignitaries to and from different destinations.Time management and organizational skills to stay on schedule.Experience with the Diplomatic Corps.
SOCIAL SERVICES ASSOCIATE -,government,Virginia Dept of Social Services - Local,Virginia,null,null,16.39,29.01,hour,null
Budget Analyst,government,Seattle Housing Authority,Queen Anne,WA,null,35.32,52.97,hour,The Seattle Housing Authority has a COVID-19 Vaccination Requirement Policy (Download PDF reader) that requires all regular part-time and temporary employeesΓÇª
Investigative Assistant,government,County of Solano,Solano County,CA,null,57074,69374,year,Employees are eligible to receive an additional 2.5% longevity pay per level after the completion of continuous service at 10 20 25 30 and 35 years.
Application Processors,government,NYC Department of Housing Preservation &...,New York,NY,11201,20.98,20.98,hour,Prepare and send appropriate correspondence track responses.Navigate and utilize various data systems including federal and state databases and in-houseΓÇª
Program Clerk Homeless Services,government,Madison County Government,Edwardsville,IL,62025,19.16,19.16,hour,Responsible for a variety of functions for the specific program to which assigned including providing general information to the public processing clientΓÇª
Intergovernmental Affairs Director,government,City of Maricopa,Maricopa,AZ,null,93507,114079,year,null
ADMINISTRATIVE SUPPORT ASSISTANT II,government,State of Alabama Personnel Department,Montgomery,AL,36130,26354,39101,year,State. This is advanced and/or supervisory office support work involving a variety of tasks and work methods.Employees in this class are responsible for makingΓÇª
Government Partnerships Coordinator (Remote),government,Getaround,Remote in,CA,null,0,0,null,Coordinate with marketing and communications teams to prepare and regularly update education and outreach materials.
Work From Home Consumer Care Representative Government Contr...,government,Coast Professional Inc.,Remote in,NY,14454,0,0,null,Under close supervision and using the specific scripts and procedures the position may conduct follow-up communications with the borrowers and employers.
Benefits Services Representative,government,Veteran Government Services LLC,Remote in,AL,36856,0,0,null,Our positions provide ten (10) paid holiday paid time off benefits and even healthcare benefits when needed.
County Caseworker 2 (Local Government) C&Y Monroe County (Mu...,government,Commonwealth of PA,Monroe County,PA,null,42945,76708,year,This is a full time professional position responsible for the provision of a full range of social services to children and families in need of Children & YouthΓÇª
Laundry & Dry Cleaner Basic,government,State of New Mexico,Santa Clara,NM,null,23920,31065,year,Provide laundering services to residents at a long-term care facility.Duties include but not limited to; receiving sorting and loading laundry into washingΓÇª
Family Services Specialist,government,Virginia Dept of Social Services - Local,Winchester,VA,null,46654,58906,year,null
Patient Accounting Clerk II - Non Governmental,government,Self Regional Healthcare,Greenwood,SC,29646,0,0,null,Possesses ability to elicit and evaluate information sometimes of a highly personal and sensitive nature from a broad spectrum of individuals and agencies;ΓÇª
Associate - Government Services,government,HORNE LLP,San Juan,PR,901,0,0,null,As an Associate within Government Services you will perform essential tasks for the timely analysis and processing of documentation required by federalΓÇª
Human Services Worker I,government,The State of Florida,Chattahoochee,FL,null,From,From,a,State Group Insurance coverage options including health life dental vision and other supplemental insurance options;Annual and Sick Leave benefits;
Program Assistant,government,TSA (Transportation Security Administration),Minneapolis,MN,null,41668,62574,year,In cities across the country you would secure airports seaports railroads highways and/or public transit systems thus protecting America's transportationΓÇª
Administrative Assistant,government,Virgin Islands Housing Authority,St Thomas,VI,802,34511,52201,year,Provides administrative support and secretarial services to the Chief Financial Office.
AP Micro/Macro Economics AP US History AP Government Tutor,government,Kyo Standard Test Prep,Remote,null,null,25,40,hour,Leveraging 20+ years of experience and expertise founders of the company have worked with thousands of students and helped them achieve their goals in aΓÇª
CUSTOMER SERVICE REPRESENTATIVE,government,State of Arizona,Tucson,AZ,85710,30335,34189,year,Life insurance and long-term disability insurance.Optional employee benefits include short-term disability insurance deferred compensation plans andΓÇª
Government Information Specialist (FOIA),government,US Federal Aviation Administration,Washington,DC,null,90877,140846,year,If selected you will be required to provide information regarding your COVID-19 vaccination status for the purposes of implementing workplace safety protocolsΓÇª
General Retail Labor,retail,Teresa's This & That,Oneida,TN,37841,8,14,hour,We are hiring for workers to cross train in different areas of the store!Full Time set Working schedule 8:25 am to 5:00 PM Tuesday-Saturday!Top out pay $14.
AT&T Retail Sales Associate,retail,Zada Elite,Lake Charles,LA,null,500,1200,week,Previous experience in retail customer service sales or other related fields.The AT&T Retail Sales Associate is responsible for handling new and currentΓÇª
Customer Service Representative Full or Part Time,retail,Holiday Stationstores,Oakdale,MN,55128,0,0,null,This handwork requires eye-hand coordination and may require climbing a ladder to store and retrieve materials or place and remove signs.
Wireless Retail Associate,retail,AllianceTel a Metro by T-Mobile Authorized Dealer,Calexico,CA,null,From,From,an,We are looking for candidates who are energetic and enthusiastic team players with a focus on sales and providing an exceptional customer experience.
Retail Sales Associate,retail,Vapor 100,Dardanelle,AR,72834,From,From,an,If you love to socialize you are outgoing and want to have a great time while getting paid....Job Types: Full-time Part-time.
Personal Shopper (In-Store Online Order Filler),retail,Walmart #475 Round Rock,Round Rock,TX,78664,15,15,hour,Planning and Improvement: Plan for and Improve Work - Accepts responsibility and meets expectations for own work.Job Types: Full-time Part-time.
Smoke Shop Cashier,retail,Vape & Smoke Shop,Orlando,FL,32837,11,12,hour,Looking for experience Sales associate for Smoke Shop.Job Types: Full-time Part-time.Retail Associates & Cashiers: 1 year (Preferred).
Retail Merchandise Stocker,retail,O'Reilly Auto Parts,Berwyn,IL,60402,0,0,null,Work with manager to complete store To Do List and Team Weekly tasks.They are also responsible for stocking merchandise according to company planograms orΓÇª
Cashier,retail,The Reserve,Los Angeles,CA,90014,25,25,hour,Accurately and efficiently completing all sales transactions and maintaining proper cash and media accountabilities at POS registers.
Customer Experience Associate - Fort Hunter Liggett Troop St...,retail,The Exchange,Jolon,CA,93928,15,19.99,hour,Willing to cross-train and work in other areas of the store as needed.Help customers by following the proper procedure for returning/exchanging merchandiseΓÇª
Retail Furniture Assembly Technician - 20-34 Hours/Week; Ben...,retail,IKEA,Atlanta,GA,30363,0,0,null,Contributing to the recovery and quality of furniture and displays in the retail store.Setting relevant prices on As-Is products that are attractive toΓÇª
STORE CLERK OLD WHITEFISH,retail,Town Pump,Whitefish,MT,59937,15,15,hour,Town Pump Cashiers work in support of the store operations team to perform a variety of tasks including cash handling stocking pricing rotating andΓÇª
Amazon Go Retail Associate- New York NY (Part-Time),retail,Amazon Retail LLC,New York,NY,null,0,0,null,Keep the store as clean and beautiful as it was on Day 1 including sweeping and resetting shelves.Must be able to work flexible hours including nightsΓÇª
Online Sales Associate,retail,MERS/Missouri Goodwill Industries,Jennings,MO,63136,13.5,15.5,hour,Respond to customer service inquiries and follow-up to ensure customer satisfaction.Follow established security and safety procedures for building andΓÇª
Retail Stocker,retail,Jerry's Home Improvement,Springfield,OR,97477,15,15,hour,Safely and efficiently move product within the store using appropriate equipment including forklift and pallet jacks as needed.
Office Food Retail Stocker: $20 HR,retail,HSG,Boston,MA,2116,19,20,hour,You will play an essential role in inventory management ordering quality control client experience and presentation of snacks and beverages.
Cashier,retail,New Seasons Market,Portland,OR,null,16.25,18.57,hour,Demonstrates ability to manage own time and models a flexible work style.In accordance with the Americans with Disabilities Act the ADA Amendments Act of 2008ΓÇª
Cashier,retail,Treble Branding,Chicago,IL,null,22,26,hour,Able to interpret understand and follow instructions.Receive payment by credit card debit card cash check vouchers or automatic debits.
Crew,retail,Trader Joe's,De Witt,NY,13214,17,18,hour,Operating the cash register in a fun and efficient manner.Our Crew Members create a warm and friendly shopping experience in our stores.
Now Hiring: Retail Associates - Evenings & Weekends - $18.90...,retail,REI,Seattle,WA,null,18.9,18.9,hour,You help to maintain the store visual standards and assist in keeping the floor stocked with merchandise.Performs unique transactions such as special ordersΓÇª
"Nike Lubbock Retail Sales Associate Part-Time (""Athlete"")",retail,Nike,Lubbock,TX,79407,15,15,hour,Maintain knowledge of various store departments and be available to operate cash register for regular transactions perform shipping and receiving duties stockΓÇª
BOOKSELLER,retail,Barbara's Bookstores,Chicago,IL,null,0,0,null,This position is either part-time or full-time and entails working scheduled hours usually at one specific store location.
Customer Service Associate,retail,The M.i.k.e.s. and Co LLC,Victoria,TX,77904,5226,5576,month,Customer service focus with an ability to satisfy shopper.Experience handling difficult customers and defusing escalation issues.
Stocker,retail,Little Giant Farmers Market,Newnan,GA,30263,0,0,null,They will report to the store manager and assistant store manager.Sweeping the store every 2 hours.The Stocker is responsible for maintaining the shelfΓÇª
Part Time Sales Floor/Stocker Position $14/Hour,retail,McCoy's Building Supply,Cleveland,TX,null,14,14,hour,May assist with other assigned job duties and responsibilities in the store or as requested by management Attends and participates in all store meetingsΓÇª
Stylist,retail,Stitch Fix,Remote in,CA,null,0,19.25,hour,We receive competitive market pay paid sick time and a discount on your Fixes.Are responsible detail-oriented and have a stellar work ethic while also beingΓÇª
Stocker,retail,Menards,Montgomery,IL,60538,16.5,16.5,hour,Our Stockers play an important role in the Customer Experience by stocking merchandise on the sales floor and ensuring our shelves and displays are full facedΓÇª
Retail Sales Associate ($ 18 hr training pay ),retail,Ashley Furniture Industries,Orem,UT,84058,50000,80000,year,Inspire your own dream home ΓÇô we offer a generous employee discount on home furnishings sold in our stores.Conveys information in a way that inspires action.
Retail Furniture Assembler,retail,IKEA,Atlanta,GA,30363,16,19,hour,Contributing to the recovery and quality of furniture and displays in the retail store.Setting relevant prices on As-Is products that are attractive toΓÇª
Greeter - Manhasset,retail,Louis Vuitton,Manhasset,NY,11030,0,0,null,The greeter is a clientΓÇÖs first point of contact within the store and sets the tone for the clientΓÇÖs experience while they are with us.
Front Desk Attendant - Elk Grove,retail,California Family Fitness,Elk Grove,CA,95624,0,0,null,Serves alcohol when required in conformity with state law and internal policy.Serves food when required in conformity with state law and internal policy.
Amazon Fresh Grocery Associate,retail,Amazon.com,Washington,DC,20009,15.95,15.95,hour,During store operating hours you operate point-of-sale (POS) systems and handle cash.Currently we are focused on hiring full-time and part-time GroceryΓÇª
Retail Floor Associate,retail,HomeBase,Plainview,TX,79072,0,0,null,Our Sutherlands HomeBase retail home improvement store is looking for floor associates and cashiers.Job applications will be emailed to those responding.
Live Music Ticket Cashier,retail,The Peppermint Club,West Hollywood,CA,90048,From,From,an,Maintain proper cash handling and accounting procedures to company standards.Greet customers as they come into the venue.Job Types: Full-time Part-time.
QSR Cashier/Customer Service/Retail,retail,Jacksons Food Stores,Albany,OR,97322,15.5,17.5,hour,Maintain cleanliness inside and outside the store.Accurately ring up sales and merchandise offering our GUESTs available discounts/promotions while followingΓÇª
Cashier - $20.65/hr ($826/wk!) - No Resume Required!,retail,Bluecrew,Dallas,TX,75230,20.65,20.65,hour,Accurately and efficiently process transactions on register maintain accurate cash balance in register.Offers Medical dental and vision insurance.
Bagger,retail,Day's Market,Provo,UT,84604,0,0,null,Duties will include being able to work with the cashier properly bag groceries take groceries out to the guests cars cleaning light stocking straighteningΓÇª
Tennis Stringer - New Retail Store,retail,PGA Tour Superstore,Rockville,MD,null,195,195,hour,Reporting to the Soft Goods Supervisor the Tennis Service Associate works together with all store associates and the management team to cultivate our customersΓÇª
Spa Receptionist,retail,The Magnolia Day Spa LLC,Greenville,MS,38701,9,12,hour,Greenville MS 38701: Reliably commute or planning to relocate before starting work (Preferred).Spa receptionist must have excellent customer service andΓÇª
Free People Assistant Store Manager,retail,URBN Outfitters Inc.,New York,NY,10012,25,25,hour,Store Community: leads with an inclusive and people-first philosophy; engages employees at all levels to encourage open dialogue reinforce follow through andΓÇª
Bookseller (Temp) Johns Hopkins,retail,Barnes & Noble Education Inc.,Baltimore,MD,21218,0,0,null,Assist with processing sales transactions involving cash credit or financial aid payments.Our teams interact directly with our customers including studentsΓÇª
Urban Outfitters Seasonal Sales Associate,retail,URBN Outfitters Inc.,Boston,MA,null,0,0,null,Awareness: adheres to storeΓÇÖs safety standards inventory accuracy reduction of product loss and upholds all company policy and procedures to support theΓÇª
Golf Shop Assistant - AZB,retail,AZ Biltmore Golf Club,Phoenix,AZ,85016,25,28,hour,Must be able to perform professionally in a high volume high profile demanding environment.Must demonstrate exceptional guest service and public relationsΓÇª
Make your own hours customer service Aftermarket Gas & Diese...,retail,Quick Draw Brand,Remote,null,null,28,35,hour,You will use your cell phone with our phone app on it to answer inbound calls and returned missed calls.Hours are accrued based on time on the phone.
"Nike West Jordan Retail Sales Associate Part-Time (""Athlete""...",retail,Jordan,West Jordan,UT,null,15,15,hour,Maintain knowledge of various store departments and be available to operate cash register for regular transactions perform shipping and receiving duties stockΓÇª
Work From Home Retail Customer Care Specialist,retail,Skybridge Americas,Remote in,FL,null,From,From,an,Support our footwear retail client through various communication channels: phone email chat and social media.Growth opportunities within the organization!
Customer Service Representative- Work From Home,retail,CVS Health,Remote in,MI,null,0,0,null,Please note that in some states and roles you may be required to provide proof of full vaccination or an approved reasonable accommodation before you can beginΓÇª
Cashier - flexible shifts,retail,Upshift,Orlando,FL,32819,0,0,null,Maintaining proper security of cash at all times.Upshift is looking for a Cashier for flexible shifts.Work when you want and get paid daily!
Greeter - Manhasset,retail,Louis Vuitton,Manhasset,NY,11030,0,0,null,The greeter is a clientΓÇÖs first point of contact within the store and sets the tone for the clientΓÇÖs experience while they are with us.
Part Time Sales Associate,retail,My Menu,Remote,null,null,12000,24000,year,Hence the candidate should have very good communication skills and domain knowledge in hospitality will definitely be an advantage.
General Manager,retail,Gabe*s,Roanoke,VA,24012,55000,70000,year,Provide direction to the entire team to drive the customer experience overall operational execution and total store results.
Retail Merchandiser - Part Time,retail,Barnes & Noble Education Inc.,Cambridge,MA,2238,0,0,null,As a part-time employee you may work in any department within the store from Textbooks Trade Books or General Merchandise to assist customers with locatingΓÇª
Vans Retail Pt Floor Supervisor,retail,Vans,Lancaster,CA,93536,From,From,an,_What you will do: _*You will assist in strategically maximizing store sales achieving store sales goals and monitor sales progress & results against keyΓÇª
Retail Cannabis Driver,retail,US BLOOM,Vallejo,CA,94591,15,20,hour,Delivering retail cannabis to members of US Bloom following all state driving laws following all compliance regulations for delivery cannabis productsΓÇª
Digital Stylist - Live Chat,retail,Neiman Marcus,Dallas-Fort,TX,null,0,0,null,Utilize fashion and product knowledge to answer customer questions and make product recommendations/suggestions to help satisfy immediate shopping needs.
Merchandiser- Working Outdoors with Plants!,retail,Kalamazoo Garden Solutions,Ashland,OH,44805,13,14,hour,As a Garden Center Merchandiser you will assist with displaying and watering plants in the Garden Center of a large national retailer.
Advisor Part-Time Dallas Galleria  Dallas Texas,retail,Louis Vuitton,Dallas,TX,null,0,0,null,In order to be successful in this role you must be someone who has experience working in a luxury or client-centric retail environment or has a strong historyΓÇª
Retail Sales Associate - Part time $12.50 an Hour,retail,The Coca-Cola Company,Atlanta,GA,30313,12.5,12.5,hour,Manage financial transactions and purchases accurately and efficiently using POS.They are responsible for revenue generation through demonstration ofΓÇª
Stocker,retail,Lamain Industries LLC,Edwards AFB,AF,93524,22.16,22.16,hour,Will include the cleaning of merchandise on or in display fixtures utilizing various merchandise techniques common to retail trade.
Office Food Retail Stocker: $20 HR,retail,HSG,Boston,MA,2116,19,20,hour,You will play an essential role in inventory management ordering quality control client experience and presentation of snacks and beverages.
Retail Fellow (Summer 2022),retail,Insider Inc,Remote in,NY,10011,0,0,null,Insider is hiring a paid editorial fellow to help contribute to our e-commerce coverage from the retailers making millions selling products online to howΓÇª
Retail - Order Fulfillment,retail,Nordstrom Rack,Charlotte,NC,28210,13.05,13.3,hour,Order fulfillment includes picking online customer orders from store inventory checking item for quality packaging and shipping item to customer.
Retail Merchandiser - Part Time,retail,Barnes & Noble Education Inc.,Cambridge,MA,2238,0,0,null,As a part-time employee you may work in any department within the store from Textbooks Trade Books or General Merchandise to assist customers with locatingΓÇª
Cannabis Product Associate,retail,Ethos Cannabis,Pittsburgh,PA,15238,From,From,an,Due to state regulations qualified candidates for this position must be at least 21 years of age and able to pass a fingerprinting background check ΓÇô certainΓÇª
Retail Sales Associate - Part time $12.50 an Hour,retail,The Coca-Cola Company,Atlanta,GA,30313,12.5,12.5,hour,Manage financial transactions and purchases accurately and efficiently using POS.They are responsible for revenue generation through demonstration ofΓÇª
Retail Sales Associate - Bloomfield CT,retail,EbLens,Bloomfield,CT,6002,0,0,null,Product knowledge: including knowledge of trending fashion in footwear and clothing.Using the cash register to help process customer purchases.
Hardware Paint and Cashier Associates For New Store Locati...,retail,Eldredge Lumber & Hardware,Sanford,ME,4073,0,0,null,High school or equivalent (Preferred).Customer service: 1 year (Preferred).
Cashier at Gift Shop,retail,icon park gift shop,Orlando,FL,32819,15,16,hour,Work flexible schedule as business requires: holidays nights and weekends.Work flexible schedule as business requires: holidays nights and weekends.
Retail Associate,retail,Ross Dress for Less New Orleans,Gonzales,LA,null,11,11.25,hour,The Associate makes eye contact smile and greets all customers in a courteous and friendly manner treats fellow Associates with respect efficiently cientyΓÇª
Order Filler/Picker,retail,Walmart,Grandview,WA,98930,19.5,29.5,hour,Fulfill store orders through pulling merchandise through layer using electronic voice control equipment stacking onto pallets placing labels in appropriateΓÇª
Bookseller - PT,retail,Barnes & Noble,Rome,GA,30161,0,0,null,Identify key titles and communicate with your store team on opportunities to tailor the merchandise selection to reflect the community.
Retail Stocker Yellowstone General Stores - Housing Availab...,retail,Delaware North,Yellowstone National,WY,82190,0,0,null,Reporting damages to carts shelves baskets and other store property.Some interaction with guests to aid them while in the store.
Inventory Associate,retail,GOAT,Carson,CA,null,0,0,null,Flexible schedule with the ability to work evenings weekends and holidays.Take risks try new things and be a natural problem solver.
Aerie - Brand Ambassador (Sales Associate) - US,retail,American Eagle Outfitters,New York,NY,null,0,0,null,AEO also provides reasonable accommodation of religion and disability in accordance with applicable law.They receive 40% off product at both AE & Aerie yearΓÇª
Cashier,retail,Foot Locker,New York,NY,10040,0,0,null,Partners with store leadership to resolve customers concerns in a courteous and helpful manner.Flexible availability ΓÇô including nights weekends and.
Retail Sales Associate,retail,Adult Shop,Albany,OR,97322,15,15,hour,Our customers are our number one priority and we go out of our way to make sure to brighten everyone's day that walks through our doors.THIS IS A SALES JOB.
Urban Outfitters Sales Associate,retail,URBN Outfitters Inc.,Studio City,CA,null,15,15,hour,Awareness: adheres to storeΓÇÖs safety standards inventory accuracy reduction of product loss and upholds all company policy and procedures to support theΓÇª
